date,description,amount,type,category,explanation
2023-12-16,DEBIT PURCHASE 15/12/23 xx-1401 MOVIE TICKETS,-25.0,Withdrawal,Entertainment,Purchased movie tickets.
2023-12-17,DEBIT PURCHASE 16/12/23 xx-1502 APPLE MUSIC,-9.99,Withdrawal,Entertainment,Monthly Apple Music subscription.
2023-12-18,FAST PAYMENT 17/12/23 xx-1650 CONCERT TICKETS,-150.0,Withdrawal,Entertainment,Purchased concert tickets online.
2023-12-19,DEBIT PURCHASE 18/12/23 xx-1603 DISNEY PLUS,-7.99,Withdrawal,Entertainment,Monthly Disney Plus subscription.
2023-12-20,DEBIT PURCHASE 19/12/23 xx-1704 XBOX STORE,-60.0,Withdrawal,Entertainment,Purchased a game on the Xbox Store.
2023-12-21,FAST PAYMENT 20/12/23 xx-1751 PUB NIGHT,-70.0,Withdrawal,Entertainment,Paid for a night at the pub.
2023-12-22,DEBIT PURCHASE 21/12/23 xx-1805 HULU,-11.99,Withdrawal,Entertainment,Monthly Hulu subscription.
2023-12-23,DEBIT PURCHASE 22/12/23 xx-1906 GOOGLE PLAY MUSIC,-9.99,Withdrawal,Entertainment,Monthly Google Play Music subscription.
2023-12-24,FAST PAYMENT 23/12/23 xx-1852 EVENT TICKETS,-80.0,Withdrawal,Entertainment,Purchased event tickets online.
2023-12-25,DEBIT PURCHASE 24/12/23 xx-2007 HBO MAX,-14.99,Withdrawal,Entertainment,Monthly HBO Max subscription.
2023-12-26,DEBIT PURCHASE 25/12/23 xx-2108 EPIC GAMES STORE,-20.0,Withdrawal,Entertainment,Purchased a game on the Epic Games Store.
2023-12-27,FAST PAYMENT 26/12/23 xx-1953 BAR TAB,-80.0,Withdrawal,Entertainment,Paid for drinks at a bar.
2023-12-28,DEBIT PURCHASE 27/12/23 xx-2209 YOUTUBE PREMIUM,-11.99,Withdrawal,Entertainment,Monthly YouTube Premium subscription.
2023-12-29,DEBIT PURCHASE 28/12/23 xx-2300 STEAM STORE,-40.0,Withdrawal,Entertainment,Purchased a game on the Steam Store.
2023-12-30,FAST PAYMENT 29/12/23 xx-2054 CLUB ENTRY,-30.0,Withdrawal,Entertainment,Paid for club entry.
2023-12-31,DEBIT PURCHASE 30/12/23 xx-2401 MOVIE TICKETS,-25.0,Withdrawal,Entertainment,Purchased movie tickets.
2023-01-15,DEBIT PURCHASE 15/01/23 xx-0411 CINEMA21,-14.5,Withdrawal,Entertainment,Bought a movie ticket.
2023-01-28,DEBIT PURCHASE 28/01/23 xx-0411 EPICGAMES,-20.0,Withdrawal,Entertainment,Bought a game from the Epic Games Store.
2023-02-02,DEBIT PURCHASE 02/02/23 xx-0411 KARAOKE@CITY,-30.0,Withdrawal,Entertainment,Karaoke session with friends.
2023-02-14,DEBIT PURCHASE 14/02/23 xx-0411 CONCERT HALL,-75.0,Withdrawal,Entertainment,Bought a concert ticket.
2023-02-25,DEBIT PURCHASE 25/02/23 xx-0411 NETFLIX,-14.0,Withdrawal,Entertainment,Monthly Netflix subscription.
2023-03-06,DEBIT PURCHASE 06/03/23 xx-0411 PSN STORE,-60.0,Withdrawal,Entertainment,Bought a game from the PlayStation Store.
2023-03-21,DEBIT PURCHASE 21/03/23 xx-0411 POOL HALL,-20.0,Withdrawal,Entertainment,Played pool with friends.
2023-04-02,DEBIT PURCHASE 02/04/23 xx-0411 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly Spotify subscription.
2023-04-15,DEBIT PURCHASE 15/04/23 xx-0411 STEAM STORE,-30.0,Withdrawal,Entertainment,Bought a game from the Steam Store.
2023-04-29,DEBIT PURCHASE 29/04/23 xx-0411 BOWLING ALLEY,-15.0,Withdrawal,Entertainment,Went bowling with friends.
2023-05-11,DEBIT PURCHASE 11/05/23 xx-0411 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly Amazon Prime subscription.
2023-05-23,DEBIT PURCHASE 23/05/23 xx-0411 XBOX STORE,-50.0,Withdrawal,Entertainment,Bought a game from the Xbox Store.
2023-06-04,DEBIT PURCHASE 04/06/23 xx-0411 DISNEY+,-8.99,Withdrawal,Entertainment,Monthly Disney+ subscription.
2023-06-18,DEBIT PURCHASE 18/06/23 xx-0411 PUB,-30.0,Withdrawal,Entertainment,Drinks at the local pub.
2023-06-30,DEBIT PURCHASE 30/06/23 xx-0411 HULU,-5.99,Withdrawal,Entertainment,Monthly Hulu subscription.
2023-07-10,DEBIT PURCHASE 10/07/23 xx-0411 NINTENDO ESHOP,-40.0,Withdrawal,Entertainment,Bought a game from the Nintendo eShop.
2023-07-24,DEBIT PURCHASE 24/07/23 xx-0411 BAR,-25.0,Withdrawal,Entertainment,Drinks at the local bar.
2023-08-05,DEBIT PURCHASE 05/08/23 xx-0411 HBO MAX,-14.99,Withdrawal,Entertainment,Monthly HBO Max subscription.
2023-08-19,DEBIT PURCHASE 19/08/23 xx-0411 ARCADE,-15.0,Withdrawal,Entertainment,Played games at the arcade.
2023-08-31,DEBIT PURCHASE 31/08/23 xx-0411 APPLE TV+,-4.99,Withdrawal,Entertainment,Monthly Apple TV+ subscription.
2023-09-12,DEBIT PURCHASE 12/09/23 xx-0411 GOOGLE PLAY,-20.0,Withdrawal,Entertainment,Bought a game from Google Play.
2023-09-26,DEBIT PURCHASE 26/09/23 xx-0411 CLUB,-50.0,Withdrawal,Entertainment,Night out at the club.
2023-10-07,DEBIT PURCHASE 07/10/23 xx-0411 PEACOCK,-4.99,Withdrawal,Entertainment,Monthly Peacock subscription.
2023-10-21,DEBIT PURCHASE 21/10/23 xx-0411 COMIC STORE,-15.0,Withdrawal,Entertainment,Bought comics from the store.
2023-11-02,DEBIT PURCHASE 02/11/23 xx-0411 PARAMOUNT+,-4.99,Withdrawal,Entertainment,Monthly Paramount+ subscription.
2023-11-16,DEBIT PURCHASE 16/11/23 xx-0411 MUSIC STORE,-30.0,Withdrawal,Entertainment,Bought music from the store.
2023-11-30,DEBIT PURCHASE 30/11/23 xx-0411 DISCOVERY+,-6.99,Withdrawal,Entertainment,Monthly Discovery+ subscription.
2023-12-14,DEBIT PURCHASE 14/12/23 xx-0411 THEATER,-50.0,Withdrawal,Entertainment,Bought theater tickets.
2023-12-28,DEBIT PURCHASE 28/12/23 xx-0411 BOOK STORE,-20.0,Withdrawal,Entertainment,Bought books from the store.
2023-05-01,DEBIT PURCHASE 30/04/23 xx-0321 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax using a debit card.
2023-05-04,DEBIT PURCHASE 03/05/23 xx-0321 PLAYSTATION NETWORK,-59.99,Withdrawal,Entertainment,Payment for a video game on PlayStation Network using a debit card.
2023-05-07,DEBIT PURCHASE 06/05/23 xx-0321 KARAOKE FUN,-50.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke Fun using a debit card.
2023-05-10,DEBIT PURCHASE 09/05/23 xx-0321 BIG SCREEN CINEMA,-25.0,Withdrawal,Entertainment,Payment for two movie tickets at Big Screen Cinema using a debit card.
2023-05-13,DEBIT PURCHASE 12/05/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-05-16,DEBIT PURCHASE 15/05/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-05-19,DEBIT PURCHASE 18/05/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-05-22,DEBIT PURCHASE 21/05/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-05-25,DEBIT PURCHASE 24/05/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-05-28,DEBIT PURCHASE 27/05/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-06-01,DEBIT PURCHASE 31/05/23 xx-0321 STEAM,-60.0,Withdrawal,Entertainment,Payment for a video game on Steam using a debit card.
2023-06-04,DEBIT PURCHASE 03/06/23 xx-0321 MOVIEPLEX,-20.0,Withdrawal,Entertainment,Payment for two movie tickets at Movieplex using a debit card.
2023-06-07,DEBIT PURCHASE 06/06/23 xx-0321 KARAOKE FUN,-50.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke Fun using a debit card.
2023-06-10,DEBIT PURCHASE 09/06/23 xx-0321 PLAYSTATION NETWORK,-59.99,Withdrawal,Entertainment,Payment for a video game on PlayStation Network using a debit card.
2023-06-13,DEBIT PURCHASE 12/06/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-06-16,DEBIT PURCHASE 15/06/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-06-19,DEBIT PURCHASE 18/06/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-06-22,DEBIT PURCHASE 21/06/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-06-25,DEBIT PURCHASE 24/06/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-06-28,DEBIT PURCHASE 27/06/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-07-01,DEBIT PURCHASE 30/06/23 xx-0321 STEAM,-60.0,Withdrawal,Entertainment,Payment for a video game on Steam using a debit card.
2023-07-04,DEBIT PURCHASE 03/07/23 xx-0321 MOVIEPLEX,-20.0,Withdrawal,Entertainment,Payment for two movie tickets at Movieplex using a debit card.
2023-07-07,DEBIT PURCHASE 06/07/23 xx-0321 KARAOKE FUN,-50.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke Fun using a debit card.
2023-07-10,DEBIT PURCHASE 09/07/23 xx-0321 PLAYSTATION NETWORK,-59.99,Withdrawal,Entertainment,Payment for a video game on PlayStation Network using a debit card.
2023-07-13,DEBIT PURCHASE 12/07/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-07-16,DEBIT PURCHASE 15/07/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-07-19,DEBIT PURCHASE 18/07/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-07-22,DEBIT PURCHASE 21/07/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-07-25,DEBIT PURCHASE 24/07/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-07-28,DEBIT PURCHASE 27/07/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-08-01,DEBIT PURCHASE 31/07/23 xx-0321 STEAM,-60.0,Withdrawal,Entertainment,Payment for a video game on Steam using a debit card.
2023-08-04,DEBIT PURCHASE 03/08/23 xx-0321 MOVIEPLEX,-20.0,Withdrawal,Entertainment,Payment for two movie tickets at Movieplex using a debit card.
2023-08-07,DEBIT PURCHASE 06/08/23 xx-0321 KARAOKE FUN,-50.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke Fun using a debit card.
2023-08-10,DEBIT PURCHASE 09/08/23 xx-0321 PLAYSTATION NETWORK,-59.99,Withdrawal,Entertainment,Payment for a video game on PlayStation Network using a debit card.
2023-08-13,DEBIT PURCHASE 12/08/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-08-16,DEBIT PURCHASE 15/08/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-08-19,DEBIT PURCHASE 18/08/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-08-22,DEBIT PURCHASE 21/08/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-08-25,DEBIT PURCHASE 24/08/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-08-28,DEBIT PURCHASE 27/08/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-01-15,DEBIT PURCHASE 14/01/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-01-25,DEBIT PURCHASE 24/01/23 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-02-05,DEBIT PURCHASE 04/02/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-02-15,DEBIT PURCHASE 14/02/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-02-20,DEBIT PURCHASE 19/02/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-03-05,DEBIT PURCHASE 04/03/23 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-03-15,DEBIT PURCHASE 14/03/23 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-04-05,DEBIT PURCHASE 04/04/23 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-05-05,DEBIT PURCHASE 04/05/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-06-05,DEBIT PURCHASE 04/06/23 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-07-05,DEBIT PURCHASE 04/07/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-07-15,DEBIT PURCHASE 14/07/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-08-05,DEBIT PURCHASE 04/08/23 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-08-15,DEBIT PURCHASE 14/08/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-09-05,DEBIT PURCHASE 04/09/23 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2023-09-15,DEBIT PURCHASE 14/09/23 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-10-05,DEBIT PURCHASE 04/10/23 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-10-15,DEBIT PURCHASE 14/10/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-11-05,DEBIT PURCHASE 04/11/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-11-15,DEBIT PURCHASE 14/11/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-12-05,DEBIT PURCHASE 04/12/23 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-12-15,DEBIT PURCHASE 14/12/23 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-01-05,DEBIT PURCHASE 04/01/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-01-15,DEBIT PURCHASE 14/01/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-02-05,DEBIT PURCHASE 04/02/24 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-02-15,DEBIT PURCHASE 14/02/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-03-05,DEBIT PURCHASE 04/03/24 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-03-15,DEBIT PURCHASE 14/03/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-04-05,DEBIT PURCHASE 04/04/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-04-15,DEBIT PURCHASE 14/04/24 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2024-05-05,DEBIT PURCHASE 04/05/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-05-15,DEBIT PURCHASE 14/05/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-06-05,DEBIT PURCHASE 04/06/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-06-15,DEBIT PURCHASE 14/06/24 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-07-05,DEBIT PURCHASE 04/07/24 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-07-15,DEBIT PURCHASE 14/07/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-08-05,DEBIT PURCHASE 04/08/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-08-15,DEBIT PURCHASE 14/08/24 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2024-09-05,DEBIT PURCHASE 04/09/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-09-15,DEBIT PURCHASE 14/09/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-10-05,DEBIT PURCHASE 04/10/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-10-15,DEBIT PURCHASE 14/10/24 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-11-05,DEBIT PURCHASE 04/11/24 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-11-15,DEBIT PURCHASE 14/11/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-12-05,DEBIT PURCHASE 04/12/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-12-15,DEBIT PURCHASE 14/12/24 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-01-05,DEBIT PURCHASE 04/01/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-01-15,DEBIT PURCHASE 15/01/23 xx-8562 CINEMA CITY,-10.5,Withdrawal,Entertainment,Payment for a cinema ticket.
2023-01-28,DEBIT PURCHASE 27/01/23 xx-4523 PUB TAVERN,-25.0,Withdrawal,Entertainment,Payment for drinks at a pub.
2023-02-02,DEBIT PURCHASE 02/02/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-02-10,DEBIT PURCHASE 09/02/23 xx-4523 GAMESTOP,-50.0,Withdrawal,Entertainment,Payment for a video game.
2023-02-22,DEBIT PURCHASE 21/02/23 xx-8562 KARAOKE BAR,-30.0,Withdrawal,Entertainment,Payment for a karaoke session.
2023-03-05,DEBIT PURCHASE 04/03/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-03-17,DEBIT PURCHASE 16/03/23 xx-4523 CONCERT TICKETS,-100.0,Withdrawal,Entertainment,Payment for concert tickets.
2023-03-29,DEBIT PURCHASE 28/03/23 xx-8562 BOWLING ALLEY,-20.0,Withdrawal,Entertainment,Payment for a bowling game.
2023-04-02,DEBIT PURCHASE 01/04/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-04-14,DEBIT PURCHASE 13/04/23 xx-4523 THEATRE SHOW,-75.0,Withdrawal,Entertainment,Payment for a theatre show ticket.
2023-04-26,DEBIT PURCHASE 25/04/23 xx-8562 POOL CLUB,-15.0,Withdrawal,Entertainment,Payment for a game of pool.
2023-05-05,DEBIT PURCHASE 04/05/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-05-12,DEBIT PURCHASE 11/05/23 xx-4523 GAMING EQUIPMENT,-120.0,Withdrawal,Entertainment,Payment for gaming equipment.
2023-05-26,DEBIT PURCHASE 25/05/23 xx-8562 COMEDY CLUB,-20.0,Withdrawal,Entertainment,Payment for a comedy show.
2023-06-02,DEBIT PURCHASE 01/06/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-06-14,DEBIT PURCHASE 13/06/23 xx-4523 MOVIE TICKETS,-22.0,Withdrawal,Entertainment,Payment for two movie tickets.
2023-06-29,DEBIT PURCHASE 28/06/23 xx-8562 AMUSEMENT PARK,-50.0,Withdrawal,Entertainment,Payment for an amusement park ticket.
2023-07-05,DEBIT PURCHASE 04/07/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-07-18,DEBIT PURCHASE 17/07/23 xx-4523 MUSIC STORE,-30.0,Withdrawal,Entertainment,Payment for a vinyl record.
2023-07-30,DEBIT PURCHASE 29/07/23 xx-8562 ZOO ENTRANCE,-20.0,Withdrawal,Entertainment,Payment for entrance to the zoo.
2023-08-02,DEBIT PURCHASE 01/08/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-08-12,DEBIT PURCHASE 11/08/23 xx-4523 ART GALLERY,-15.0,Withdrawal,Entertainment,Payment for entrance to an art gallery.
2023-08-25,DEBIT PURCHASE 24/08/23 xx-8562 BOOKSTORE,-35.0,Withdrawal,Entertainment,Payment for a book.
2023-09-05,DEBIT PURCHASE 04/09/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-09-14,DEBIT PURCHASE 13/09/23 xx-4523 MUSEUM ENTRANCE,-10.0,Withdrawal,Entertainment,Payment for entrance to a museum.
2023-09-30,DEBIT PURCHASE 29/09/23 xx-8562 PUB TAVERN,-25.0,Withdrawal,Entertainment,Payment for drinks at a pub.
2023-10-02,DEBIT PURCHASE 01/10/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
